id,stance,text
1246988558608580610,2,"@Gr8LakesCzarina World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246988574920192007,1,"So Trump said feds bought millions of doses of #Hydroxychloroquine Yet, most studies so far show it does not help with severely symptomatic cases and maybe not any cases. https://t.co/brpBX48etD"
1246988616619835393,2,"@gate_mask Hydroxychloroquine kills lots of things. When one has a secondary bacterial infection with pneumonia, you want to kill lots of things. I don't think it's a silver bullet. But it's 1,000 times better than a mythical coronavirus vaccine that does not and probably will never exist."
1246988675390586880,2,"@SBAgov @RepStefanik Eureka! Dr. Vladimir Zelenko obtained 100% SUCCESS RATE with 699 COVID19 PATIENTS by using Hydroxychloroquine, Z-Pak (azithromycin) and Zinc at a cost of $20 – Yes! $20: https://t.co/fVThybj3wH"
1246988737696972800,2,Marseille’s maverick chloroquine doctor becomes pandemic rock star https://t.co/XFMUNcvlxi via @financialtimes
1246988804948402177,2,"@thehill Hydroxychloroquine rated ‘most effective’ coronavirus treatment, poll of doctors finds
https://t.co/B7U3OFG7mO"
1246988814205071360,0,"#Hydroxychloroquine Hi all, I'm inviting you all to join RewardDollars, a site that lets you earn money with social media. I just earned $1931 and you can too! Sign up today for a $25 bonus! https://t.co/hjJjZ2gpmJ #rewarddollars #makemoneyfromhome #stayathome"
1246988846778028032,1,Medicine hasn’t been “guesswork” for a long time. And I really wish people would consider this before making claims about the effectiveness of Hydroxychloroquine for Covid-19.
1246988847252213761,1,"@MeyerPhilippr @richiewertz Correct, but the point being if a diabetic who takes metformin contracts Covid-19 and then takes hydroxychloroquine without consulting a doctor, the resulting interaction between metformin and hydroxychloroquine may be fatal"
1246988930580459523,0,"Looks like the Hydroxychloroquine testing has begun in NY. Why did it take 2 weeks from when Cuomo received them? @realdonaldtrump in a news conference telling everyone we now have 29 mil doses maybe that forced Cuomo to take action.

https://t.co/UNAQfU4EwG"
1246988934891986944,1,#Hydroxychloroquine by itself is not the solution. Physicians say it helps loosen fatty lipid tissue layer outside effected cell walls. What you need then is Zinc to get inside cell to kill virus and use Z-Pak to remove bacterial waste that remains. Uses Dr. Zelenko's protocol. https://t.co/Qb2vvuHHt9
1246989064756224002,1,"🛑If you are not sick you do not need  #Hydroxycloroquine
⚠️Even if you have #Covid_19 that may not be the medication you need
✅Practice prevention so you hopefully won’t need COVID19 treatment
💛Leave hydroxychloroquine for pts who need it #lupus #RA #malaria https://t.co/JdAWE9pCok"
1246989182477664260,1,Somebody got some skin the the hydroxychloroquine game. Not even a maybe. Trumpists never care about anything unless they can make a buck. https://t.co/P87pzDcB2M
1246989228476633089,2,"@kendallybrown World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246989261926051840,1,"@CNNPolitics ""As you know, they've approved it, they gave it a rapid approval.""In fact, FDA has not approved hydroxychloroquine for the treatment of Covid-19. Only 1 option @realDonaldTrump  needs to get COVID &amp;use the drugs to prove they work seems fair! #25thAmendmentNow"
1246989262744162304,1,"For fucks sake people.  What is it you need to see this president is always angling for a quick buck? #Hydroxychloroquine, not proven for corona...and now, in danger of reduces availability for it's primary purpose.  He's not a leader, he's a shitty boss."
1246989271266975745,0,"@_DamesJean_ I found that source: Emergency approval for a specific type of Hydroxychloroquine, the Sulfate form to treat COVID-19 patients to ease the symptoms of those who already have it. That is not, however, what the President is suggesting for those to take it as a preventative measure."
1246989283019214848,1,@politicususa @realDonaldTrump Big Pharma Scam - Promote Drugs like Hydroxychloroquine that are Not FDA Approved for COVID-19 Treatment to Pump Up Sales of these Drugs for the Big Pharma Companies - with Kickbacks to Trump Of Course! #TrumptheWorstPresidentEVER
1246989316812935168,2,"@johncardillo @CNN World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246989333694840833,1,@politicususa @realDonaldTrump Big Pharma Scam - Promote Drugs like Hydroxychloroquine that are Not FDA Approved for COVID-19 Treatment to Pump Up Sales of these Drugs for the Big Pharma Companies - with Kickbacks to Trump Of Course! #TrumptheWorstPresidentEVER
1246989366800441344,2,"@mehdirhasan 1. The man consumed fish tank cleaner. 2. @POTUS has stated multiple times people should consult with their doctor about taking hydroxychloroquine. 3. ""Blood on his hands"" is sensational garbage. The virus is from Wuhan. @realDonaldTrump is doing his utmost to save lives."
1246989375839318017,2,"Italy: hydroxychloroquine works!

France: hydroxychloroquine works!

Spain: hydroxychloroquine works!

Brazil: hydroxychloroquine works!

Dr. Fauci: there's no strong evidence it works.

No strong evidence? There's the evidence of the entire world's medical community. https://t.co/2upOBsF8BM"
1246989467883319296,1,"@SaveJersey @joepennacchio @GovMurphy Hydroxychloroquine has *not* been proven effective against COVID-19.

Anectodes are not proof. Controlled studies are."
1246989489358155776,2,@GabiMccauley @JoeySalads @RepMaxineWaters Hydroxychloroquine has been used long term in rheumatology patients since the 60’s. I took it for yrs.  You get bloodwork and your eyes examined every 6 months.  COVID patients only need for a week or two. In India healthcare workers take it as a preventative.
1246993977254883328,1,@WhiteHouse @realDonaldTrump Big Pharma Scam - Promote Drugs like Hydroxychloroquine that are Not FDA Approved for COVID-19 Treatment to Pump Up Sales of these Drugs for the Big Pharma Companies - with Kickbacks to Trump Of Course! #TrumptheWorstPresidentEVER
1246994039607615489,2,"@TheRightMelissa How far stupid these corrupt Dems could go by directing Governors in  Democrat ruled states not to treat Covid-19 patients with hydroxychloroquine/chloroquine  drug, to let more people die and  blame Trump that he is going nothing! I have never never seen anything like this!"
1246994052916150272,1,"If someone has Lupus and is taking  #Hydroxychloroquine and got Covid-19, what would that tell you?"
1246994181362298881,2,"@Joe83452329 @luckytran Dr. Anthony Cardillo's observations from treating Covid-19  patients with #hydroxychloroquine.

* He is only prescribing to very ill patients either hospitalized or at home.

*All patients have been symptom free within 8-12 hours.

* No efficacy without zinc supplements. https://t.co/zFIglN1znY"
1246994207819960320,0,"Where did Democrats/Liberals get their #COVID19 crises idea from?

 … watch -----&gt; https://t.co/MZ7mN1pPYd
#Hydroxychloroquine"
1246994279135883264,1,"@mommamia1217 I frequently see patients on Hydrochloroquine therapy, at my practice. Mainly referrals from rheumatologists, because this drug is considered “high risk” for potential adverse ocular effects. 
I’ve not found ONE, who is confident it will be efficacious in COVID19 therapy."
1246994337457532933,2,@morethanmySLE Fauci Would Prescribe Chloroquine to Patient Suffering From COVID-19 https://t.co/rzZ86yrou4
1246994353924562945,1,Trumps stockpiling of  #Hydroxychloroquine that keeps Lupus patients functional on zero proven information of it helping with Covid is A FUCKING DISGRACE TO MY COMMUNITY AND IVE NEVER BEEN SO MAD.
1246994408458911744,2,"@Trumpcrazytrain Coronavirus is bad for them. Hydroxychloroquine is showing results many doctors all over the world are prescribing it. It’s a cheap drug made by several companies. Novartis, Mylan and Teva to supply tens of millions of chloroquine tablets to fight COVID-19."
1246994442684432384,2,"@steph93065 @realDonaldTrump I think @realDonaldTrump needs to reverse the question back to these reporters. Just ask them if their child, their mom, their dad or another family member has the coronavirus and was dying would they want them to try the hydroxychloroquine."
1246994497822695424,1,"""No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of Hydroxychloroquine and Azithromycin in Patients with Severe COVID-19 Infection."" (Science Direct)"
1246994501144469505,2,"@SBcoachbates @RobertGehrke @UtahDepOfHealth @DrBill_MD_ Probably because it's saving lives ......

Doctors Rate Hydroxychloroquine ‘Most Effective’ Coronavirus Therapy in International Poll

https://t.co/nvsHpAiXYy"
1246994526465486855,0,"@TheBenSchmark are you sure that chloroquine doesn't work?

https://t.co/FWN8Znjod2"
1246994564126302210,0,@ddale8 #FDA went out of it's way(this is never done) to alert physicians it is ok with off label us of #Hydroxychloroquine for Covid 19.
1246994605775544320,2,"1/12  PPIs and COVID19.  Given interest in hydroxychloroquine (HCQ) and COVID19, and at least 1 major proposed mechanism of action (in vitro), I’ve be waiting for an obvious implication for prevention of COVID19 with a much safer OTC drug. @ToxAndHound @dereklowe"
1246994660888850432,1,"“What do you have to lose? What do I know? I’m not a doctor,” said President Donald Trump at Sunday’s Coronavirus Task Force briefing as he once again touted the use of the malaria drug hydroxychloroquine to treat the coronavirus.  #americanmedicalassociat https://t.co/K4xX0fxaxj"
1246994702190039040,0,"For those curious about the #Hydroxychloroquine treatment, you can follow @econstandard for a research roundup and updates! https://t.co/7aps7G9WKQ"
1246994710746537985,1,"Today’s Sjögren’s thing: so many Sjogren’s patients take  hydroxychloroquine but because trump has been telling everyone that it treats covid-19, they’re unable to get their prescription refilled and it has left them in a lot of pain and flare ups. #sjögrensawarenessmonth"
1246994781995139072,2,Fauci Would Prescribe Chloroquine to Patient Suffering From COVID-19 https://t.co/jgpGyB6CmP
1246994865860165632,2,"@Merry_Hippie @JimRobe70184873 @Jay_see_see @lou_bruette @laylow88861429 @teamplayer2017 @topleveltroll2 @Brian_Alford @Eddy120876 @atumpkins11 @LouT27 @GPoopon @Vickie627 @Thumper18560818 @drumpf_daffy @TourguideJ @WalkedAwa @SlimJimJohn1 @kent_nye @RobertDobbs2018 @TomDoubting @NotMattrellen @jbr0wn12 @Woodcat0214 @sig_3872 @RickySi16087724 @Mongo3804 @thedemorats @ASK_Esq29 @RPCovit @DectiveSamSpade @TheyGary @mjmissy @JDJones31 @Jones17Charlene @Ripyourlungsout @MomoaScrunchie @123RHGreen @franjerkington @PortlandBabs @NzSchofield @skihouse2016 @Spiritual_Kitty @MegavoltService @OkBoomer4TRUMP @PatPet1776 @Joker_Doom @susan_artiga @NeoDJT @CaseyD415 I'm sorry but I don't see any brainwashing going on!
What I see is a very tired president while answering the same old trick ""gotcha"" questions the media keeps throwing at him!
I see Trump advocating Chloroquine as a treatment for COVID-19!
I'm sure he also means with a Dr's RX"
1246994924765097987,2,"This is remdesivir, which, unlike hydroxychloroquine, is not FDA approved for any use. https://t.co/cDOwhkwHzH"
1246994941416484864,2,@Acosta Hydroxychloroquine proving an effective treatment for coronavirus patien... https://t.co/qRXSznUE39 #OANN @PearsonSharp
1246994958579568644,1,"Inside the epic White House blowup over ""game-changer"" hydroxychloroquine #SmartNews 🔥So these assholes Peter Navarro is a scientist now and Jared Kushner trying to give us all the malaria drug with no proven facts! How about this they take it first🔥 https://t.co/15VSw9owZ4"
1246995071351709697,2,Not to mention the interesting coinkydink that the 1.5m people who suffer from Lupus and routinely take hydroxychloroquine have apparently not caught #COVID19 #CCPVirus  A Chinese doc noticed this. https://t.co/9uu2pbwqNj
1246995075336302593,1,#hydroxychloroquine #FollowTheMoney #Novartis #MichaelCohen #COVID19 The fucking #OrangeClown is a two-bit #Queens scam artist and #liar. He and his #TrumpCrimeFamily are a bunch of low level #grifters. @DonaldJTrumpJr  #DonaldLoser https://t.co/rGKAUNV9xu
1245836340136198145,0,Could hydroxychloroquine stop #coronavirus? @Detroit is first in nation for study @HealthBridgeMI reports https://t.co/ANd7DtxQHM via @BridgeMichigan
1245836374265098241,1,"Nigeria Reports Chloroquine Overdoses After Trump—Without Evidence—Touted Drug as Possible Coronavirus Treatment

https://t.co/Gv6fNbpB3T"
1245841671201398784,0,@adamhousley This is the first Randomized Controlled Trial of hydroxychloroquine out of Wuhan; 31 pts in each group. Faster improvement in med group; 4 in control progressed to severe. https://t.co/qST6aMQM8N
1245841780781780999,0,"Of course a poll found this..👇🏼

HCQ is in short supply because docs are using it to treat #COVID19Pandemic, using it for themselves as a prophylactic, &amp; they are hoarding it. 

If you surf the news every day for ""hydroxychloroquine"" it's clear what's going on. https://t.co/B6dboRagrM"
1245842082389884928,0,"@AnthemRespect @PatriotM1A777 I am not a lefty, but I have reservations.

1. Chloroquine and derivatives are not killing the virus itself, it's treating the swelling in the lungs that result from Covid19. It's helping them breathe long enough to let the body's immune system take over and eradicate the virus."
1245842107920789505,2,Doctors See Evidence of Hydroxychloroquine Benefits in Fighting Coronavirus https://t.co/sSPSuvoGXo
1245847303845564423,2,"Pretty quiet!!

Dr. Stephen Smith, an infectious disease specialist, on using hydroxychloroquine/azithromycin combo to treat #COVID19 patients: 

“It’s a game changer. It’s an absolute game changer. … I think this is the beginning of the end of the #pandemic. I’m very serious.” https://t.co/CVLvIDTw35"
1245847354487513093,2,"Dr. Stephen Smith on effectiveness of hydroxychloroquine: 'I think this is the beginning of the end of the pandemic'

https://t.co/2U3R1p4l3f"
1245847366386634754,2,"After mocking Trump for promoting hydroxychloroquine, journalists acknowledge it might treat coronavirus https://t.co/d6CkYZyE9k via @foxnews https://t.co/om61U7x43e"
1245847396191367168,2,"@KimPKAG2020 @saturngurl74 COVID-19 Update 8: Zinc and chloroquine for the treatment of COVID-19?
https://t.co/lvBOlYdmjk"
1245847455167434757,2,"@marklevinshow Can you find out did cuomo refuse to pass out the drug chloroquine, That was supposed to be used as treatment of the corona virus. N.Y. Doctors say they can not use it because of cuomo, why? Is he trying to get the death rate higher? This does not make any sense."
1245847488407502849,0,"@Top4ce @Chicago_Rosie @catturd2 @robreiner @nypost Projections. Not actual. 

If you believe China, they are already flatlined and they are nowhere near 100,000. Plus I am curious how chloroquine azithromycin treatments will change things."
1245847753076420609,2,"No coverage 

Dr. Stephen Smith, an infectious disease specialist, on using hydroxychloroquine/azithromycin combo to treat #COVID19 patients: 

“It’s a game changer. It’s an absolute game changer. … I think this is the beginning of the end of the #pandemic. I’m very serious.” https://t.co/6eibFF28HD"
1245847861939417090,2,"@rmayemsinger If anything is getting murdered, it’s Trump’s hydroxychloroquine killing the Chinese communist virus and saving America. https://t.co/nNuX9oPE5t"
1245852462935764992,2,"FOX NEWS: After mocking Trump for promoting hydroxychloroquine, journalists acknowledge it might treat coronavirus https://t.co/CyWa63dnAy https://t.co/F6u6QKpB4T"
1245852962716409856,2,"@TuckerCarlson What curve...Approve Hydroxychloroquine &amp; Azithromycin combo NOW AND Distribute to Every single Community doctor in USA. Even if not 100% Effective, it would turn this MADNESS into a very manageable Flu like epidemic...Why Are you DRAG-FOOTING THE ONLY SOLUTION AVAILABLE NOW"
1245853314316562432,2,"Dr. Stephen Smith on effectiveness of hydroxychloroquine: ‘I think this is the beginning of the end of the pandemic’ Dr. Stephen Smith on effectiveness of hydroxychloroquine: ‘I think this is the beginning of the end of the pandemic.

https://t.co/SiFO8ukZKJ"
1245853390506045440,2,An international poll of thousands of doctors rated the Trump-touted anti-malarial drug hydroxychloroquine as the best treatment for the novel coronavirus. https://t.co/nmwC99VtY6
1245853407060963330,2,"@angry_here @KStu88 @eugenegu Thank you for asking for sources!

French trial update on Azithromycin + Hydroxychloroquine + Zinc expanded to 80 patients. Backed by 26 Doctors and 10 institutions from France to Vietnam

https://t.co/UOEodYpdA8 …"
1245853453315801088,2,"@realDonaldTrump Please listen! Now 3 International Studies Find Chloroquine with Azithromycin Shows 100% Success Rate in Treating Coronavirus in 6 Days! Please tell the hospitals to save the dying patients.
We have found the cure for Corona Virus!
https://t.co/vttvJaWwPp"
1245853461876322307,2,"@QuantumJJean Anyone Voting No, is obviously a Liberal! ? So every Leader in the World Sucks??? #ChinaLied The Health Experts had no idea how Contagious Covid was!!!! Trump is Saving Lives! And Guess what Hydroxychloroquine and Azithromycin will prove Him Right again!"
1245853511989874693,2,My question is where is all the millions and millions of Hydroxychloroquine tabs that’s been donated and pledged to us?? The community needs access immediately! #hcq #Hydroxychloroquine #CoronavirusUSA #COVID19
1245853696392478720,2,"@redfeathers @lmac_loretta @JamesDelingpole @JuliaHB1 @danny__kruger @afneil @Jeremy_Hunt @COLRICHARDKEMP @SocialM85897394 @CampbellGordon5 Chloroquine has been around since 1934. It was taken daily by every westerner across the malarial belt until the parasite became immune ~1980s. It was available off the shelf in France until ~4 months ago. Known side effects for nearly 100yrs, yet banned against KungFlu - why ?"
1245858083982598144,2,@carccbiggsc @Autumn__Fox @Rigel9000 @VaughnHillyard Then why are medical doctors using hydroxychloroquine as a prophylactic against Covid-19?
1245858931366178817,2,"Last week Governor Whitmer threatened to revoke licenses of Michigan doctors who prescribed Chloroquine and Z-packs to COVID patients.  A few days ago the FDA approved use.  She now refuses to retract the order!
@realDonaldTrump 
@GovWhitmer"
1245859077667696640,0,"I want to hear from an expert, perhaps an ICU MD, that has utilized chloroquine and azithro cocktail on severely sick COVID patients. Can we get some raw data output, very rudimentary, on the outcomes?"
1245859174153474048,2,"After mocking Trump for promoting hydroxychloroquine, journalists acknowledge it might treat coronavirus https://t.co/lyZg0bIjRR #FoxNews"
1245305575715545090,2,@CindyDellinger3 @MichaelCoudrey #Hydroxychloroquine has been FDA approved to treat COVID-19 because it's been proven safe. https://t.co/wK8GlFiMzZ
1245305631264968705,1,COVID-19 Hydroxychloroquine Treatment Brings Prolonged QT Arrhythmia Issues https://t.co/3Skg0Mqgl9
1245305966259777536,0,"@ABC Vit B12 might inhibit covid19 replication too https://t.co/YOsqCcV6Mr  https://t.co/PP15qwR8bJ
Besides hydroxychloroquine, Zn, quercetin, azythromycin, Selenium, N-acetylcystein being useful in covid19 treatment, vit D deficient patients are more susceptible to ARDS, so supplemen"
1245311356221427712,1,"Have you ever thought why it isn't effective in all and slight improvements are transient??
Despite that, it's toxicity outweigh the desired benefits!
Our protocol does a far effective job with none toxicity...
#COVID19/#Coronavirustruth/#COVID2019/#chloroquine https://t.co/pL4L0PpOMF"
1245311469375324162,2,FDA approves the emergency use of chloroquine for COVID-19 https://t.co/rv0H9htYjv
1245311943054888961,2,"Ghana starts using hydroxychloroquine to treat COVID-19 patients
https://t.co/L1bxOPo6dd https://t.co/7SN0YL4Rle"
1245311980845649922,1,"@Mimimefo237 Very poor reporting when you say ""False information""
There's more to the ""information""
However, we should educate people to not take chloroquine without doctor's prescription. Especially as the drug isn't used on its own in the attempt to treat COVID-19."
1245312094574129152,2,Michigan's Democrat Governor THREATENS All Doctors and Pharmacists who Prescribe or Dispense Hydroxychloroquine for Coronavirus Patients https://t.co/7kVVIjBXlB via @gatewaypundit
1245312350024019968,0,@SecretaryLevine @GovernorTomWolf  has Pennsylvania started using hydroxychloroquine &amp; remdesivir widely in our COVID-19 response?
1245293819559583744,2,"Michigan Democrat Governor Asks Feds for Hydroxychloroquine to Treat Coronavirus, Four Days After Banning Use... https://t.co/e1Vfu7593u via @thelastrefuge2"
1245294368757596161,2,"UK Government has said ""looking into""use of hydroxychloroquine but Italy, Malaysia, Australia and others have been successfully using for a while. @BorisJohnson @MattHancock @uksciencechief @patel4witham  @DominicRaab @TelePolitics @SunPolitics @Daily_Express @DailyMailUK @afneil https://t.co/7F6YKGDojp"
1245299901237526528,2,"""YO-YO"" in every sense!
Michigan Democrat Governor Asks Feds for Hydroxychloroquine to Treat Coronavirus, Four Days After Banning Use... https://t.co/Ymi0LgpaBe via @thelastrefuge2"
1245300153017421830,0,In the end Fredo died.I am fairly certain he would be taking chloroquine 15 minutes after he got the news. https://t.co/O3dfVCWQyP
1246786878747160582,2,"@_Bacon_Eater_ @mel_faith1 @Dolly_Joker What ? I live in France and I follow news sabout coronavirus since December... I do know the situation.
And chloroquine as Covid treatment has been discovered by Pr Raoult, a french doctor, one of the best in the world. But chloroquine cost 5$ and mainstream medias do invite only"
1246786921059291136,2,"@RepDevinNunes In Florida they won’t treat you until you are admitted into the hospital.  Seems foolish to me, but they don’t have enough hydroxychloroquine, zinc sulfate or azithromycin for everyone that is positive for COVID-19.  They will only treat you if you’re hospitalized"
1246786971147485190,2,"@sahneydeepak US PRESIDENT DONALD TRUMP HAS SAID THAT HE HAS REQUESTED PRIME MINISTER NARENDRA MODI TO RELEASE THE AMOUNT OF HYDROXYCHLOROQUINE ORDERED BY THE UNITED STATES, A MEDICINE IN SHORT SUPPLY THAT COULD HELP WITH FACING THE COVID-19 PANDEMIC
Big beneficiary.. I will Buy @LaurusLabs"
1246787113200336897,1,"Take Hydroxychloroquine: make Marcus Bernard even more of a Billionaire 
Republican Billionaire’s Group Pushes Unproven COVID-19 Treatment Trump Promoted https://t.co/xuc1OzglE8"
1246787147526438916,2,"FLASHBACK: Dr. Fauci Downplayed Hydroxychloroquine 2 Weeks Ago -- Now Considered ""Most Effective Therapy"" for COVID-19 by Global Survey of Doctors https://t.co/hL6MRyui79"
1246787201897283584,2,"HHV-6 University: Sponsored by ""The Chronic Fatigue Syndrome Epidemic Cover-up"": Ian Lipkin may have suggested to Rachel Maddow that inexpensive drug Chloroquine can be used to treat COVID-19.: https://t.co/DrS14TYDWx"
1246787382113972225,1,"The  @POTUS likes to sell a drug what is not approved for @covid please don't Listen to @realDonaldTrump!!!!
Chloroquine and hydroxychloroquine, a more tolerable formulation, are not approved to treat COVID-19. Still, U.S. authorities and others are exploring their potential"
1246787608002220037,2,"(e.g. hydroxychloroquine) to prevent unnecessary hospitalizations and reduce mortality from COVID-19 infections.""
Further @MolonLabe1961GR located a marvelous link &amp; video of a 
Dr. Cameron Kyle-Sidell of a New York City Intensive Care Unit
26) https://t.co/oLRrPpKVTD
A-23 https://t.co/jeDtUAQfuI"
1246787709450031105,2,"@DeMelaatse @RudyGiuliani Conclusions: Hydroxychloroquine was found to be more potent than chloroquine to inhibit SARS-CoV-2 in vitro. 
  Here's a  copy and paste from the article."
1246787721613508609,2,"@MiaFarrow World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246787831315431426,0,"India put a total ban on exports of hydroxychloroquine, a malaria drug that President Trump has touted as a “game changer” in the fight against Covid-19 https://t.co/AbVX7wF2OV"
1246787906196459528,2,"@MiaFarrow @nytimes World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246787965344514049,2,How many died because you banned doctors from treating sick with #hydrochloroquine ?!? https://t.co/KQO5mZEGZC
1246788053118660612,2,"@MiaFarrow World Health Organization (WHO) Expert agrees with Trump.

Hydroxychloroquine is a medication that is being used to treat Covid-19 patients. WHO expert adviser Mary-Louise McLaws explains the extent to which it helps defeat the virus https://t.co/RflZY01j7r"
1246792716626862081,0,"@nytimes: despite Trump's promotions the FDA has not approved hydroxychloroquine for treating COVID-19 and experts are calling for more trials.

Left out: The FDA has blessed emergency use; NY state is running a major trial right now.

https://t.co/p2VGfKXdrS https://t.co/0lPoZz6eMF"
1246793203199684608,2,"@CWeschke @RobinZetterlund @bjornsing @neil_ferguson @IHU_Marseille @raoult_didier @AgnesWold @granskning @kallafakta @socialstyrelsen @MSBse @sls_sv ""I had received an incredible dosage of two antibiotics plus the #hydroxychloroquine, a malaria drug, plus-#zinc combination.... By mid-morning, they removed the ventilator from my room.""
#COVID19 #Corona #Pandemic #CoronaVirus https://t.co/wni8VYSfin https://t.co/2JlIbyyLCR"
1246793304231956480,0,"@BENGURION1 @KaruithaI These days amid corona virus.
The best thing that I also take on daily basis is. A pinch of Black seeds with a tsp of honey.
Black seeds contains chloroquine which is vital to cure this disease and was also used by our Prophet Muhammad PBUH 1400 years back.⚘"
1246793438160445441,2,Ignoramus “reporter” spreading lies that could literally cost lives! #Hydroxychloroquine is FDA approved and showing great results in 🇺🇸 &amp; 🌍 https://t.co/v1FMtJcBAF
1246793673796444161,0,"How's that chloroquine working out for you, @GovWhitmer?
#coronavirus"
1246793824577318914,0,Praying that this is true and that global data sets and in-hospital trials continue to support this outcome.  We need some good news!  Looking forward to positive trial results from #CSIRO #Covid_19 #HydroxychloroquineAndAzithromycin https://t.co/r3BxYnALy5
1246793841195319297,2,"Governors and mayors do not need to hold people, the economy, and hospitals hostage any longer.  

We need people to be aware that travel right now is still a risk. 

We need hospitals stocked and ready with hydroxychloroquine and zithromax.

China needs to be held accountable."
1246793875253088259,2,"@NYGovCuomo Release the hydroxychloroquine NOW and let New Yorkers and their doctors decide! For some patients stricken with the coronavirus, this could be a matter of life and death. Your are killing more people by making hydroxychloroquine NOT available."
1246798329104736256,2,"@NBCNews Hopefully, hydroxychloroquine can make a real difference for COVID-19 patients."
1246798601994543112,0,"FDA;emergency approval for hydroxychloroquine to be prescribed for Covid-19. Too early to know if the drug works, and the research is inconclusive so far — so it’s basically the medical equivalent of throwing spaghetti at the wall. ""Presidential guidelines"" mean science bad. Sad"
1246798899270082561,2,Paging @Yamiche @atrupar —- two hacks who still don’t know #Hydroxychloroquine is FDA approved &amp; being used around world with great results against #coronavirus @SteveFDA @US_FDA https://t.co/ymEDUgwHXt
1246799050680107015,0,"India bans export of hydroxychloroquine as coronavirus cases jump to over 3,000

ThePrint's @ChandnaHimani reports

https://t.co/aNaJPVge7R"
1246799352774799362,0,"Day after a Trump’s call, India tightens ban on export of hydroxychloroquine as coronavirus cases rise..

ThePrint's @ChandnaHimani reports

https://t.co/86at5BXwgw"
1246799616990801920,0,"@FraserMacLeod5 @Rizec @atrupar Another one out of Nova Scotia using various drugs, one of which is hydroxychloroquine, using 1000 participants, to be completed next year. https://t.co/BB8uTEjuHC"
1246799688105439233,2,"@US_FDA @SteveFDA, approve hydrxychloroquine + azithromycin for treatment of COVID-19, NOW!!! https://t.co/KCYv7hCjDK"
1246799730090430467,2,"My first encounter with COVID19 positive ,young patient with abnormal platelets count of 50.Baseline platelets counts was 116. Asymptomatic with normal wbc and Hb .Normal CT CHEST. Started on hydroxychloroquine and  platelets  dropped down to 52. No bleeding.? ITP any thoughts?"
1246770467190517760,2,@NYGovCuomo I'm starting to doubt that you're #Fredo and not your brother. Traitor! #COVID19 #maga #kag #HydroxychloroquineNow @MarkDice
1246770801967325184,2,"@NHSMillion @piersmorgan There’s no killer pandemic,its far less dangerous than classic flu.The NHS is a useless, corrupt, bloated organisation that are the 20 years behind modern medical outfits in the USA. If every patient was being treated with Zinc, hydroxychloroquine &amp; antibiotic most would’ve lived"
1246770860880527360,1,A small trial finds that hydroxychloroquine is not effective for treating coronavirus https://t.co/stZvflnBko via @YahooNews
1246770877322100741,1,"Donald Trump [...] urged Americans to take a little-studied anti-malaria drug, #hydroxychloroquine, as a preventative despite his health expert, Dr Anthony Fauci, stating there was only “anecdotal evidence” it was of use""
https://t.co/q9zh49XDX6"
1246770877439623168,0,"Someone should ask Chris Cuomo of CNN, the Governor’s brother and infected with COVID-19 if somehow, someway, he was able to obtain hydroxychloroquine and is receiving treatment."
1246770877875851264,0,The Coronavirus and Its Spread: We Await Indications on How Helpful Hydroxychloroquine Might Be - Opinion: States Are Trying Chloroquine To Treat COVID-19. It Could Be A ‘Game Changer’ (The Federalist) https://t.co/IS1ZY80hay
1246775596144824322,2,"What if NYC @fema facilities never fill, COVID death rate plummets bc all COVID patients are w/ FEMA preventing NY officials from falsely recording cause of death, &amp; Gov Coumo can no longer block fed use of chloroquine+ZPak. No more city cries for vents, masks, shields &amp; morgues."
1246775872616640513,2,WATCH: NY Doctor says his hospital already using Chloroquine for coronavirus patients and have had ZERO deaths https://t.co/vQR3q8MUN8
1246775952744554496,1,"@IngrahamAngle And in REAL News:👉NO! Italy has NOT authorized wide distribution of hydroxychloroquine for COVID19

Laura Ingraham's source are White Supremacists at ""TrustNodes .com"" 

Ha!

When will liddle Laura stop pushing FAKE news from her craycray conspirator buddies?"
1246776077986533376,1,"""we found no evidence of a strong antiviral activity or clinical benefit of the combination of hydroxychloroquine and azithromycin for the treatment of our hospitalized patients with severe COVID-19."" ... https://t.co/c66NTFRdxQ #Plaquenil #Hydroxycloroquine #COVID19"
